mois,us_tr_usd,us_ipc,jp_prix_jpy,usd_par_eur,jpy_par_usd,cash_usd_pct,cash_eur_pct,cash_jpy_pct,us_tr_eur,jp_prix_eur
2009-09,118953.36592156974,215.969,57.40556310899614,1.4575,91.2748,0.12,0.772090909090909,0.54,81614.65929438747,0.4315136398277849
2009-10,121807.23064091892,216.177,56.84760933605257,1.4821,90.3671,0.07,0.7375,0.53,82185.56820789348,0.42444786455072
2009-11,124353.54880076186,216.33,52.94329254475413,1.4908,89.2674,0.05,0.716190476190476,0.51,83413.9715594056,0.3978310507179797
2009-12,127116.75146798955,215.949,59.74643099932019,1.4579,89.9509,0.05,0.712045454545454,0.46,87191.68082035088,0.45559475797581717
2010-01,128840.06315596854,216.687,57.772716972581016,1.4266,91.1011,0.06,0.67975,0.45,90312.67570164625,0.44452577902444906
2010-02,125104.04380323822,216.741,57.364774529798325,1.368,90.1395,0.11,0.6617,0.44,91450.3244175718,0.46520465184258686
2010-03,132537.39445394752,217.631,62.82540222071153,1.357,90.7161,0.15,0.64495652173913,0.43,97669.41374646095,0.5103534547195672
2010-04,137955.87803973746,218.009,62.64106050305914,1.3417,93.4527,0.16,0.6447,0.4,102821.70234757209,0.49958780483344406
2010-05,129841.2142242442,218.178,55.34047133469296,1.2563,91.973,0.16,0.68652380952381,0.39,103352.0769117601,0.47894885713241586
2010-06,125240.65638463938,217.965,53.15341037842737,1.2223,90.8059,0.12,0.727590909090909,0.38,102463.10757149586,0.4788938453390494
2010-07,125042.42778414792,218.011,54.029571719918415,1.2811,87.5005,0.16,0.848818181818182,0.37,97605.51696522358,0.4819899236707098
2010-08,126123.30584243107,218.312,49.98900974393836,1.2903,85.3727,0.16,0.8955,0.36,97747.27260515468,0.45380034295930277
2010-09,130376.1162504659,218.439,53.07812145932472,1.3103,84.3571,0.15,0.8805,0.36,99500.9663821002,0.48020111220340034
2010-10,136345.22670894727,218.711,52.13261953319737,1.3901,81.7285,0.13,0.997666666666667,0.34,98083.03482407545,0.4588703284236346
2010-11,139742.698094083,218.803,56.29413097665987,1.3654,82.518,0.14,1.04204545454545,0.34,102345.61161131025,0.4996369255763665
2010-12,144933.6035210793,219.179,57.94765465669612,1.3221,83.3376,0.14,1.02169565217391,0.34,109623.78301269139,0.5259331780229293
2011-01,149953.7547238311,220.223,57.9986403806934,1.3371,82.625,0.15,1.0172380952381,0.34,112148.49654014742,0.5249796288935503
2011-02,154680.8668034126,221.309,60.18632449580784,1.3656,82.5368,0.13,1.08675,0.34,113269.5275361838,0.5339820855067744
2011-03,152962.37913953114,223.467,55.26342624065261,1.402,81.647,0.1,1.17552173913043,0.33615,109102.98084132037,0.48278032357496087
2011-04,156362.61147450368,224.906,55.79956945388624,1.446,83.1771,0.06,1.32121052631579,0.33286,108134.58608195276,0.4639367550506615
2011-05,157396.37671518666,225.964,54.9157602537956,1.4335,81.1257,0.04,1.42509090909091,0.33214,109798.65832939425,0.47221616069788697
2011-06,151634.54961789865,225.722,55.608939496940856,1.4403,80.4259,0.04,1.48859090909091,0.33214,105279.83726855423,0.48006022308778823
2011-07,156340.60107598847,225.922,55.70490595966463,1.4275,79.2425,0.04,1.59761904761905,0.33214,109520.56117407249,0.4924466188934408
2011-08,140082.91988968567,226.545,50.731928393383185,1.4333,76.9657,0.02,1.55208695652174,0.32857,97734.5425868176,0.459882672288325
2011-09,138980.08002998322,226.889,49.28784273736687,1.3747,76.7957,0.01,1.53645454545455,0.32929,101098.479690102,0.46686893141896646
2011-10,143179.86884998114,226.421,50.91995241332426,1.3732,76.643,0.02,1.57585714285714,0.32929,104267.30909552952,0.48381763986743265
2011-11,145714.1506046222,226.23,47.78274416496714,1.3558,77.5595,0.01,1.48468181818182,0.32929,107474.66485073183,0.45440223357089266
2011-12,147983.76832279772,225.672,47.900237933378655,1.3155,77.7967,0.01,1.42609523809524,0.32929,112492.41225602261,0.4680428798586612
2012-01,155064.21955925095,226.665,49.8669272603671,1.291,76.964,0.03,1.22222727272727,0.33077,120111.71150987681,0.501878666223289
2012-02,161521.9830843361,227.663,55.08293677770224,1.3238,78.47,0.09,1.04828571428571,0.33167,122013.88660245965,0.5302626739422718
2012-03,166183.06627025915,229.392,57.12417856333559,1.3208,82.4659,0.08,0.858454545454546,0.33167,125820.00777578675,0.5244553315149605
